0.000000000000000000e+00,0.000000000000000000e+00,5.671296296296442913e-02
4.476569062774430563e+01,4.470190645715795341e+01,2.766695929593418413e+01
2.164859296424524615e+01,2.164675866921540859e+01,1.671364799143882252e+01
1.276040975114656106e+01,1.276130103762925749e+01,1.176491876569785333e+01
8.381942023769100913e+00,8.382692041013259043e+00,9.065916207117778569e+00
5.866670150045817600e+00,5.867210189411012244e+00,7.373575452587647128e+00
4.276760666708975478e+00,4.277155837220351309e+00,6.213620646113595214e+00
3.206762765267679782e+00,3.207059233286038591e+00,5.368998710116613893e+00
2.629271604428284892e+00,2.629291948141295077e+00,4.726299871125632990e+00
2.323631513869200305e+00,2.323633016438157561e+00,4.221146529669343117e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.671296296296442913e-02
6.731573162283361000e+00,4.673582854898032224e+01,2.911100592295255041e+01
7.258546143210915957e+00,2.885567711982115569e+01,2.254776488750824015e+01
5.994332814628415385e+00,1.788832511520822877e+01,1.609550170965548332e+01
4.912635387737799064e+00,1.222374797322553164e+01,1.241236061084033615e+01
4.072837525165479811e+00,8.921934445456981777e+00,1.009578705379462349e+01
3.417611934222664960e+00,6.808453504506206677e+00,8.507638276914040176e+00
2.899829739497075565e+00,5.365936769383397476e+00,7.351207893797798043e+00
2.555536046675501716e+00,4.456993137267104999e+00,6.471366503902313383e+00
2.374091032706628912e+00,3.944257536191037694e+00,5.779675943527410098e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.671296296296442913e-02
3.626603991488452916e+00,4.673582854898032934e+01,2.911100592295255041e+01
5.074703577706456414e+00,3.515449657113636306e+01,2.749092253664315777e+01
4.498479624126535015e+00,2.235885759487301527e+01,1.980623280570923583e+01
3.910890896504110259e+00,1.556240251844925915e+01,1.528069157007976564e+01
3.539420105414815332e+00,1.197539169072145349e+01,1.279171107901533233e+01
3.023767766530600198e+00,9.029755875535050436e+00,1.049500000559582169e+01
2.676738243575664367e+00,7.233858117703491075e+00,9.051245816851420045e+00
2.422207578993409438e+00,6.027373179372441214e+00,7.967234737788309040e+00
2.296190172944925223e+00,5.333516250838344241e+00,7.115567614667315688e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.671296296296442913e-02
2.481842630538814820e+00,4.673582854898032934e+01,2.911100592295255041e+01
4.421421739852979371e+00,4.551227931359812118e+01,3.255500748380543996e+01
3.969296738225390531e+00,2.876315845985585185e+01,2.418794576783005112e+01
3.366446636289853966e+00,1.852631949860066740e+01,1.774028024460184838e+01
3.094819441522511649e+00,1.417698983340681629e+01,1.473920814551704872e+01
2.891579573874765607e+00,1.151243549225884699e+01,1.274475075410860292e+01
2.563524406757761387e+00,9.113715746333786782e+00,1.076742705959640389e+01
2.352819028656262468e+00,7.607974115820854699e+00,9.463868872848721026e+00
2.181567636407819144e+00,6.510322940586448226e+00,8.243976592545054771e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.671296296296442913e-02
4.680046103301729943e+01,6.722276709099875625e+00,2.911100592295255041e+01
5.582808415778129785e+01,1.550024012988816580e+01,3.761816788538806122e+01
3.417268584733478320e+01,5.041476683996839903e+00,2.667095351081368904e+01
3.478171337184962653e+01,9.678621953297607661e+00,9.842155391095499795e+01
4.721926061904084548e+01,1.914329159751508058e+01,9.948723119511562629e+01
5.581377073774419273e+01,2.603251565320541872e+01,9.957403186070669676e+01
6.212147118440852722e+01,3.170261125285237114e+01,9.969455269460704017e+01
6.683962918173048706e+01,3.661874409223617732e+01,9.979563680835633477e+01
7.052433308556514646e+01,4.085594334129088878e+01,9.982143214819728883e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.671296296296442913e-02
6.731573162283361000e+00,6.722276709099875625e+00,2.911100592295255041e+01
1.676791113869695238e+01,2.000997477451649686e+01,4.512681318148111842e+01
1.777689120657374033e+01,4.072764214942050209e+00,9.643977522599203667e+01
3.493014358722892609e+01,1.722017422203084180e+01,9.835927398922498810e+01
4.038139867444407827e+01,2.316297871785089413e+01,9.949804390203841820e+01
4.540786418576938388e+01,2.961511090053621231e+01,9.972023170035299700e+01
4.961201346354224029e+01,3.505230783344948975e+01,9.977364318211951399e+01
5.322871943150387608e+01,3.970531702949823227e+01,9.980066765252009020e+01
